Station Name -  WRLDC
REPORT FOR VOLTTEMP FROM 26-07-2019 TO 26-07-2019
Timestamp,KSTPS 4B1 KV,VSTPS 4B1 KV,STNA4 4B1 KV,JBLPR 4B1 KV,ITRSI 4B1 KV,KHNDW 4B1 KV,BHDRV 4B1 KV,RAIPR 4B1 KV,JHNOR 4B1 KV,MPUSA 4B1 KV,DGHAM 4B1 KV,STP4 4B1 KV,INDR 4B1 KV,NAG4 4B1 KV,BHP4 4B1 KV,BIN4 4B1 KV,KORAD 4_B1 KV,BHSW4 4_B2 KV,BBLSR 4_B2 KV,PADG4 4_B1 KV,KALW4 4_B1 KV,KARGR 4_B1 KV,LONKD 4_B1 KV,KOYNA 4_B1 KV,KOYN4 4_B1 KV,KARD4 4_B1 KV,KLPR4 4_B1 KV,PARL2 4_B1 KV,CHDPR 4_B1 KV,DHUL4 4_B1 KV,SLPR4 4_B1 KV,ARBD4 4_B1 KV,ASOJ 4B1 KV,CHOR 4B1 KV,JETP 4B1 KV,WTPS 4B1 KV,SOJA 4B1 KV,UKTH 4B1 KV,CLPI 4B1 KV,KSOR 4B1 KV,KNSR 4B1 KV,BHIL4 4B1 KV,KRBW4 4B1 KV,GWALR 4B1 KV,NAG4 4B1 KV,RAJGH 4B1 KV,WARDH 4B1 KV,SEON7 7B1 KV,SIPAT 7B1 KV,AKOL4 4B1 KV,DAMOH 4B1 KV,SGTP 4B1 KV,GWALR 7B1 KV,BINA7 7B1 KV,WARDH 7B1 KV,BLSPR 7B1 KV,INDOR 7B1 KV,STNA7 7B1 KV,SASAN 7B1 KV,KTN4 4B1 KV,BHTPR 4B1 KV,RAIGR 4B1 KV,RAIPR 4B1 KV,JINDL 4B1 KV,BACHU 4B1 KV,CHOR 4B1 KV,KNSR 4B1 KV,AMRL 4B1 KVRY,VRSN 4B1 KV,VADI 4B1 KV,PIRNA 4B1 KV,RGPPL 4B1 KV,SJLPR 4B1 KV,TMNR7 7B1 KV,KOTRA 7B1 KV,DURG7 7B1 KV,VAPI4 4B1 KV,BOISR 4B1 KV,KALA4 4B1 KV,DAMAN 4B1 KV,ARGBD 7B1 KV,HAZRA 4B1 KV,VADOD 7B1 KV,JBPR7 7B1 KV,SOLPR 7B1 KV,TIRO7 7B1 KV,AKOL7 7B1 KV,KORD7 7B1 KV,DHUL7 7B1 KV,BHPL7 7B1 KV,DRMGH 7B1 KV,PUNE7 7B1 KV,CHMPA 7B1 KV,EKTN7 7B1 KV,GDRWD 7B1 KV,REWA4 4B1 KV
26-07-2019 00:00:00,419.87,406.36,404.64,415.01,410.32,419.7,421.45,420.94,414.42,433.76,414.69,419.7,412.23,417.04,412.05,410.48,422.37,423.48,421.39,403.87,421.63,411.03,418.07,426.89,422.86,429.22,426.4,423.26,418.63,425.2,417.85,428.05,411.7,417.09,411.72,414.59,414.18,424.35,423.07,416.28,416.12,415.23,421.16,406.34,417.04,423.49,426.37,793,778.63,427.81,419.07,417.62,782.01,782.39,800.24,778.92,773.29,777.81,772.13,413.16,420,421.47,420.94,414.3,413.31,417.09,416.12,413.74,412.07,417.34,412.94,421.3,413.05,793.52,792.46,787.92,411.49,416.77,415.06,418.08,797.43,414.61,779.96,784.93,803.24,769.19,790.01,776.13,765.41,776.23,776.77,771.12,793.88,788.25,794.29,419.72
26-07-2019 00:01:00,420.65,406.36,404.89,415.01,410.32,419.7,422.04,420.94,413.25,433.76,414.53,419.7,412.23,417,411.98,410.4,422.86,423.48,420.9,400.74,421.63,412.52,417.54,426.89,422.86,428.73,426.4,424.57,416.78,429.24,417.85,428.05,411.5,417.09,411.72,414.59,414.18,424.35,423.07,416.28,415.63,415.23,421.16,406.77,417,422.49,426.37,793,778.63,428.55,419.55,417.62,782.01,782.39,799.72,778.64,772.8,777.81,772.13,413.16,420,421.51,420.94,414.3,413.31,417.09,415.63,413.74,412.07,417.34,412.94,420.08,413.05,793.52,792.28,787.92,411.49,416.77,415.06,418.08,797.84,412.06,779.96,784.93,802.26,769.47,788.3,774.99,765.41,776.23,776.77,771.15,794.49,788.25,794.29,419.64
26-07-2019 00:02:00,420.65,406.36,404.89,415.01,410.32,419.7,422.04,420.94,414.42,433.76,414.69,419.7,412.23,416.93,411.79,410.11,422.86,423.48,420.9,404.14,421.15,412.52,417.67,426.89,422.86,428.73,427.3,424.57,417.34,425.06,417.85,428.05,411.7,417.29,411.72,414.59,414.18,424.96,423.07,418.28,416.12,415.23,421.16,405.95,416.93,423.49,426.37,794,778.63,426.32,418.85,417.62,782.01,782.39,799.47,778.35,773.14,777.81,772.13,413.13,420,421.54,420.94,414.3,413.31,417.29,416.12,413.74,412.07,417.34,413.39,420.69,413.05,793.38,792.45,787.92,412.08,416.77,415.06,418.08,797.99,414.56,779.96,784.93,803.55,768.05,790.16,775.76,765.41,775.94,776.77,770.62,794.87,788.25,794.29,419.73
26-07-2019 00:03:00,420.65,406.36,404.89,415.01,410.32,420.28,422.04,420.94,414.42,434.35,414.84,419.7,412.19,417.14,411.79,410.11,422.86,423.48,421.39,406.65,422.25,412.52,418.21,426.89,422.86,428.73,427.3,423.67,418.81,425.06,417.85,428.28,411.91,417.48,412.3,414.59,414.57,424.96,424.14,417.94,415.63,415.23,421.16,405.67,417.14,423.49,426.37,794,779.54,427.11,418.78,417.62,782.01,782.39,800.62,779.63,771.58,777.81,772.13,413.06,420,422.13,420.94,414.3,413.31,417.48,415.63,413.74,412.07,417.34,413.39,421.91,413.05,793.63,793,787.92,412.08,417.35,415.06,418.08,798.41,414.56,781.05,784.93,802.48,768.07,790.61,776.52,765.41,775.94,776.77,771.42,794.5,788.25,794.29,419.93
26-07-2019 00:04:00,420.65,406.36,404.89,415.01,410.32,420.28,422.04,420.94,414.42,433.76,415.14,419.7,412.19,417.29,411.79,410.15,422.37,423.48,421.39,405.16,421.56,411.81,417.94,426.89,422.86,428.73,427.3,423.67,418.07,425.06,418.26,428.28,411.91,417.48,412.3,414.59,414.57,424.96,424.14,417.28,416.6,415.64,421.3,405.82,417.29,422.49,426.37,794,779.54,428.45,419.67,418.23,782.01,782.39,800.78,780.49,773.35,777.81,772.13,413.02,420,422.52,420.94,414.3,413.31,417.48,416.6,416.12,412.65,417.93,413.39,421.3,413.05,793.86,792.93,787.92,412.08,417.35,415.06,418.08,798.38,414.56,781.05,784.93,803.18,768.33,790.38,776.7,765.41,775.94,776.77,771.65,795.94,791.03,794.29,420.03
26-07-2019 00:05:00,420.65,406.36,404.89,415.01,410.32,420.28,422.04,420.94,414.42,433.17,415.14,420.87,412.41,417.22,411.87,410.11,422.86,420.64,420.9,400.74,421.56,411.81,417.2,426.89,422.86,428.73,427.3,423.67,424.89,425.06,418.26,428.28,411.7,417.48,412.3,414.59,414.57,424.96,424.14,417.28,416.12,415.64,421.16,405.57,417.22,422.49,426.37,793,779.54,429.02,419.38,417.62,782.01,782.39,799.59,778.59,772.92,777.81,772.13,413.2,421,422.52,420.94,414.3,413.31,417.48,416.12,416.12,412.07,417.93,413.39,420.69,413.05,793.55,792.59,787.92,412.08,416.77,415.06,418.08,798.38,414.56,781.05,784.93,803.32,768.26,789.76,776.27,765.41,775.94,776.77,770.41,794.19,791.03,794.29,419.89
26-07-2019 00:06:00,419.87,406.36,404.64,414.42,410.32,419.7,422.04,420.94,414.42,433.17,414.84,420.87,411.98,416.82,411.54,409.86,422.86,419.48,420.9,403.8,421.56,411.81,417.6,426.89,422.86,428.24,427.3,423.67,423.96,425.06,418.26,427.54,411.5,417.09,411.72,414.59,413.98,424.96,424.14,417.28,415.63,415.64,421.02,405.24,416.82,422.49,426.37,792,778.62,425.15,419.36,417.62,782.01,782.39,799.93,778.44,771.73,777.81,772.13,413.06,420,422.1,420.94,414.3,413.31,417.09,415.63,416.12,412.07,417.93,412.98,420.08,413.05,793.39,792.4,787.92,411.49,416.77,415.06,418.08,796.85,414.56,779.99,784.93,801.74,768.03,788.89,774.64,765.41,775.01,776.77,770.25,795.07,791.03,794.29,419.69
26-07-2019 00:07:00,420.65,406.36,404.64,414.42,409.73,419.7,422.04,419.97,413.25,432.59,414.69,420.87,411.61,416.63,411.36,409.6,422.37,419.48,420.9,405.98,420.53,411.81,417.4,426.89,422.86,427.75,427.3,423.67,425.52,425.06,418.26,427.54,411.08,416.71,411.72,413.66,413.98,424.35,424.14,416.61,415.63,415.64,421.16,404.84,416.63,422.49,426.37,793,778.62,428.81,419.04,417.62,782.01,782.39,798.78,778.96,772.04,777.81,772.13,412.98,420,421.18,419.97,414.3,413.31,416.71,415.63,416.12,411.48,417.34,412.98,420.69,413.05,793.02,792.42,787.92,410.91,416.77,415.06,418.08,797.27,412.08,779.99,784.93,801.45,768.05,788.71,774.88,765.41,775.01,776.77,770.03,794.21,791.03,794.29,419.66
26-07-2019 00:08:00,419.87,406.36,404.4,414.42,409.73,419.11,421.45,420.94,413.25,432.59,414.38,420.87,411.36,416.27,411.1,409.31,422.37,425.53,420.41,400.47,420.81,411.81,417.2,426.89,422.86,427.75,427.3,423.67,423.21,425.06,417.38,427.54,410.88,416.52,411.72,413.66,413.59,424.35,422.92,416.28,415.14,415.23,421.3,404.84,416.27,422.49,426.37,793,778.62,425.53,418.77,417.01,782.01,780.55,798.81,777.95,770.93,777.81,772.13,412.76,420,421.18,420.94,414.3,413.31,416.52,415.14,416.12,411.48,417.34,412.56,419.47,412.57,792.94,792.25,787.92,410.91,416.18,415.06,418.08,796.82,412.08,779.99,784.93,801.32,768.45,788.31,775.28,765.41,774.05,776.77,769.28,793.9,791.03,794.29,419.53
26-07-2019 00:09:00,419.87,406.36,404.16,413.84,409.73,419.11,421.45,420.94,413.25,432.59,413.92,420.87,411.14,416.13,410.85,409.17,422.37,418.59,420.41,402.3,419.57,411.81,416.8,426.89,422.86,427.26,427.3,423.67,422.74,425.06,417.38,427.54,410.67,416.33,411.72,413.66,413.39,424.35,422.92,416.11,415.14,415.23,421.16,405.02,416.13,422.49,426.37,791,777.72,429.91,418.48,417.01,782.01,780.55,798.16,778.07,770.52,777.81,771.35,412.65,420,421.61,420.94,413.71,413.31,416.33,415.14,416.12,411.48,417.34,412.13,420.08,412.57,792.68,791.84,787.92,410.91,416.18,415.06,418.08,795.41,412.08,778.4,784.93,800.77,768,787.92,774.37,765.41,774.05,776.77,769.12,793.79,791.03,794.29,419.55
